Sr_No,Review_Title,Review_Text,Review_Rating,Review_Date,Upvote,Downvote,Sum_of_Up_Down,Len_before,Num_Sentence,No_QMark,No_ExMark,No_Upper,No_proper,Emoji_Count,Len_after,POS,Perc_Noun,Perc_Verb,Perc_Adverb,Perc_Adj,h,ReviewTitle_Sentiment
1081,Perfect product!,"apple device . honestly way well andro phone previously.a buy u want speed , awesome world class security.the delivery fast get 7000 cashback ... thank u flipkart",5,2016-10-01 00:00:00,4,8,12,41,1,0,,0,,0,27,PROPN NOUN PUNCT ADV NOUN ADV PROPN NOUN NOUN VERB PRON NOUN NOUN PUNCT ADJ NOUN NOUN NOUN NOUN ADV VERB NUM NOUN PUNCT VERB PRON PROPN,40.74,11.11,11.11,3.7,0.33,pos
1085,Simply awesome!,"receive Patte Black 128 GB version evening th . couple month usage experience far incredible . have 16 GB user past 4 year , hardware upgrade screen , raw speed storage need . 
 
  sleepless handle get temper glass , Otterbox Achieved Case , extra Apple Lightning Table Elkins War go Cradle complete pack .",5,2016-12-01 00:00:00,4,9,13,85,4,0,,0,,0,54,VERB PROPN PROPN NUM PROPN NOUN NOUN X PUNCT NOUN NOUN NOUN NOUN ADV ADJ PUNCT AUX NUM PROPN NOUN ADV NUM NOUN PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN NOUN VERB PUNCT SPACE NOUN VERB AUX NOUN NOUN PUNCT PROPN PROPN PROPN PUNCT ADJ PROPN PROPN PROPN PROPN PROPN VERB PROPN ADJ NOUN PUNCT,30.91,7.27,3.64,7.27,0.31,pos
1087,Amazing Phone,wonderful phone . andro user previously IOS fall love moment get phone . lip service amazing . provide phone 1 phone launch .,5,2016-10-01 00:00:00,5,13,18,44,4,0,,0,,0,23,ADJ NOUN PUNCT NOUN NOUN ADV PROPN VERB NOUN NOUN VERB NOUN PUNCT NOUN NOUN ADJ PUNCT VERB NOUN NUM NOUN NOUN PUNCT,47.83,13.04,4.35,8.7,0.28,pos
1093,Decent product,"order 39999 SuperComNet 
  product delivery tomorrow 
  Head negative review seller 
  see FlipKart dint help people receive damage face product 
  cancel buy seller 
 
  update 
  receive today , perfect phone , sorry doubt u flipkart 
 
  update 
  tempered phone send Apple deny serving . Ve simply lose 40000 
  buy Flipkart .",1,2017-05-01 00:00:00,7,23,30,79,4,1,,0,,1,48,NOUN NUM PROPN SPACE NOUN NOUN NOUN SPACE VERB ADJ NOUN NOUN SPACE VERB PROPN NOUN NOUN NOUN VERB NOUN NOUN NOUN SPACE PROPN NOUN NOUN SPACE NOUN SPACE VERB NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN INTJ PROPN SPACE NOUN SPACE ADJ NOUN VERB PROPN NOUN VERB PUNCT PROPN ADV VERB NUM SPACE VERB PROPN PUNCT,36.84,14.04,1.75,7.02,0.23,neu
1102,Upgraded from the iPhone 6 to iphone 7,"firstly flipkart good job deliver phone day . overall shone 7 nice upgrade shone 6 get touch , photo , well camera , aa10 processor , Sterno speaker water proof . 
  work fast , good battery life , excellent touch experience tactic engine . 
  normal usage phone get heating camera internet browsing   chat phone get heat .",5,2017-01-01 00:00:00,6,15,21,72,4,0,,0,,0,57,ADV VERB ADJ NOUN VERB NOUN NOUN PUNCT ADJ VERB NUM ADJ NOUN VERB NUM VERB NOUN PUNCT NOUN PUNCT INTJ NOUN PUNCT NOUN NOUN PUNCT PROPN NOUN NOUN NOUN PUNCT SPACE NOUN ADV PUNCT ADJ NOUN NOUN PUNCT ADJ NOUN NOUN NOUN NOUN PUNCT SPACE ADJ NOUN NOUN VERB VERB NOUN NOUN NOUN SPACE ADJ NOUN VERB NOUN PUNCT,43.33,13.33,3.33,11.67,0.29,neu
1104,For all Android lovers,andro user custom room debugging till date get phone . row .. take work easy rich use co get lot work money waste time deal phone .,5,2017-01-01 00:00:00,3,7,10,58,2,0,,0,,0,27,PROPN PROPN PROPN NOUN VERB SCONJ NOUN VERB NOUN PUNCT INTJ PUNCT VERB NOUN ADJ ADJ NOUN VERB AUX NOUN NOUN NOUN NOUN NOUN VERB NOUN PUNCT,40.74,18.52,0.0,7.41,0.3,pos
1105,Must buy!,buy shone 7 fiancee October . feel happy lift new shone 7 lot advance feature haven open box . trust Apple product . lift phone November will write review,5,2016-10-01 00:00:00,3,8,11,52,4,0,,0,,0,29,VERB NOUN NUM NOUN PROPN PUNCT VERB ADJ NOUN ADJ NOUN NUM NOUN NOUN NOUN VERB PROPN PROPN PUNCT NOUN PROPN NOUN PUNCT VERB NOUN PROPN VERB VERB NOUN,37.93,20.69,0.0,6.9,0.27,neu
1198,Worthless product.,"4 month get product m able use , card   . care 3 time m get product give , main issue network thing date software . use buy product suggest , better buy phone .",1,2017-01-01 00:00:00,8,38,46,95,3,0,,0,,0,34,X NOUN AUX NOUN PROPN ADJ NOUN PUNCT NOUN SPACE PUNCT NOUN NUM NOUN PROPN AUX NOUN VERB PUNCT ADJ NOUN NOUN NOUN NOUN NOUN PUNCT NOUN NOUN NOUN VERB PUNCT ADJ VERB NOUN PUNCT,45.71,8.57,0.0,8.57,0.17,neu
1204,Value-for-money,nice phone price .... well,4,2019-01-01 00:00:00,4,17,21,8,1,0,,0,,0,5,ADJ NOUN NOUN PUNCT INTJ,40.0,0.0,0.0,20.0,0.19,neu
1206,Not good,"order phone SupercomNet 
  bill write shreyansh put.ltd . .Moreover Headphones charge have scratch . pay 44000rs buy brand new phone refurbished .shone good condition accessory . 
  u send old accessory",1,2017-05-01 00:00:00,3,12,15,61,5,2,,0,,0,30,NOUN NOUN PROPN SPACE PROPN VERB PROPN PROPN PUNCT PUNCT NOUN NOUN AUX NOUN PUNCT VERB NUM VERB NOUN ADJ NOUN VERB PUNCT ADJ NOUN NOUN PUNCT SPACE PRON VERB ADJ NOUN,31.25,15.62,0.0,9.38,0.2,neu
1207,I phone 7,"week phone get damage single drop . invest huge phone break single drop doesn make sense . request return flipkart , get response flipkart responsible technical badge . contact customer care . main concern want aware policy value purchase expensive telephone couldn resist single 2 foot drop .",1,2017-07-01 00:00:00,3,13,16,89,5,0,,0,,0,48,NOUN NOUN VERB NOUN ADJ NOUN PUNCT VERB ADJ NOUN VERB ADJ NOUN NOUN VERB NOUN PUNCT VERB NOUN PROPN PUNCT AUX NOUN NOUN ADJ ADJ NOUN PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN VERB ADJ NOUN NOUN NOUN ADJ NOUN PROPN VERB ADJ NUM NOUN NOUN PUNCT,45.83,14.58,0.0,18.75,0.19,neu
1229,Diwali ky rang Flipkart my sang - I phone 7,"awesome phone ... preordere phone get ask cash get phone deliver time ... thank Flipkart ... phone ... love ... 
  phone 7 ... Touch screen like real ... 
  camera quality good ... get 32gb price good deal . 
  Happy Diwali Flipkart ...",5,2016-10-01 00:00:00,2,8,10,63,4,0,,0,,0,42,ADJ NOUN PUNCT CCONJ NOUN VERB VERB NOUN VERB NOUN NOUN NOUN PUNCT VERB PROPN PUNCT NOUN PUNCT NOUN PUNCT SPACE NOUN NUM PUNCT NOUN NOUN SCONJ ADJ PUNCT SPACE NOUN NOUN NOUN PUNCT VERB NUM PROPN NOUN ADJ NOUN PUNCT SPACE ADJ PROPN PROPN PUNCT,34.78,10.87,0.0,8.7,0.2,neu
1230,iPhone 7 review,"shone 7 great device . law whatsoever . feel phone premium . IOS user love IOS 10 . 
  camera quality excellent galaxy s camera favourite . price bit high pretty good device . apple device year , well buy new andro phone year . overall recommend shone 7 galaxy s edge good ask cheap .",5,2016-10-01 00:00:00,2,8,10,90,8,0,,0,,0,55,NOUN NUM ADJ NOUN PUNCT NOUN ADV PUNCT VERB NOUN NOUN PUNCT PROPN NOUN NOUN PROPN NUM PUNCT SPACE NOUN NOUN NOUN PROPN PROPN PROPN PROPN PUNCT NOUN NOUN ADJ ADV ADJ NOUN PUNCT PROPN NOUN NOUN PUNCT INTJ VERB ADJ PROPN NOUN NOUN PUNCT ADJ NOUN NOUN NUM NOUN PROPN PROPN ADJ VERB ADJ PUNCT,35.71,5.36,3.57,12.5,0.2,neu
1259,Defective product !!,"receive defective product - phone face severe heating issue battery get drain 0 % matter 15 - 20 mind phone hot , capable cause burn . issue appear 2 day receive product",1,2017-05-01 00:00:00,1,9,10,53,2,0,,0,,0,32,VERB ADJ NOUN PUNCT NOUN NOUN ADJ NOUN NOUN NOUN VERB VERB NUM NOUN NOUN NUM SYM NUM NOUN NOUN ADJ PUNCT ADJ NOUN NOUN PUNCT NOUN VERB NUM NOUN VERB NOUN,46.88,15.62,0.0,12.5,0.1,neg
